ProductName,Price,Image,OS,Processor,Graphics,Display,Memory ,Storage
HP 15-fc0004ca Laptop with Wireless Mouse,$599.99,https://www.hp.com/ca-en/shop/Html/Merch/Images/85U39UA-ABL_390x286.jpg,Windows 11 Home , AMD Athlon™ Gold 7220U , AMD Radeon™ Graphics , 15.6 FHD , 8 GB RAM , 256 GB SSD 
HP Laptop 14-em0010ca,$589.99,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08453084_390x286.jpg,Windows 11 Home , AMD Ryzen™ 3 7320U , AMD Radeon™ Graphics , 14 FHD , 8 GB RAM , 256 GB SSD 
HP Envy x360 2-in-1 Laptop 14-es0010ca,"$1,139.99",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08524681_390x286.jpg,Windows 11 Home , Intel® Core™ i5 1335U , Intel® Iris® Xᵉ Graphics , 14 FHD Touch screen , 8 GB RAM , 512 GB SSD 
HP Laptop 15-fd0010ca,$449.99,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08514247_390x286.jpg,Windows 11 Home in S mode , Intel® N-series N200 , Intel® UHD Graphics , 15.6 FHD , 4 GB RAM , 128 GB UFS 
HP ZBook Firefly 16 inch G11 Mobile Workstation PC,"$2,999.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08925062_390x286.jpg,Windows 11 Pro , Intel® Core™ Ultra 7 155U , Intel® Graphics , 16 WUXGA , 64 GB RAM , 1 TB SSD 
HP ZBook Firefly 14 inch G11 Mobile Workstation PC Wolf Pro Security Edition,"$1,999.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08924813_390x286.jpg,Windows 11 Pro , Intel® Core™ Ultra 7 125H , Intel® Arc™ Graphics , 14 WUXGA Touch screen , 16 GB RAM , 512 GB SSD 
HP ZBook Power 16 inch G11 A Mobile Workstation PC,"$2,399.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08956477_390x286.jpg,Windows 11 Pro , AMD Ryzen™ 7 8840HS , AMD Radeon™ 780M Graphics , 16 WUXGA Touch screen , 32 GB RAM , 1 TB SSD 
HP ZBook Firefly 14 inch G11 A Mobile Workstation PC,"$2,299.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08965880_390x286.jpg,Windows 11 Pro , AMD Ryzen™ 9 8945HS , AMD Radeon™ 780M Graphics , 14 WUXGA , 32 GB RAM , 512 GB SSD 
HP Laptop 14-em0020ca,$589.99,https://www.hp.com/ca-en/shop/Html/Merch/Images/c08436773_390x286.jpg,Windows 11 Home , AMD Ryzen™ 3 7320U , AMD Radeon™ Graphics , 14 FHD , 8 GB RAM , 256 GB SSD 
HP Laptop 14-ep0010ca,$409.99,https://www.hp.com/ca-en/shop/Html/Merch/Images/8M5L2UA-ABL_390x286.jpg,Windows 11 Home in S mode , Intel® N-series N100 , Intel® UHD Graphics , 14 FHD , 4 GB RAM , 128 GB UFS 
HP ZBook Firefly 14 inch G11 Mobile Workstation PC,"$3,049.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08924813_390x286.jpg,Windows 11 Pro , Intel® Core™ Ultra 7 155H , NVIDIA® RTX™ A500 (4 GB) , 14 WUXGA , 32 GB RAM , 1 TB SSD 
HP ZBook Fury 16 inch G11 Mobile Workstation PC,"$3,299.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08953238_390x286.jpg,Windows 11 Pro , Intel® Ultra 7 , NVIDIA® RTX™ A1000 (6 GB) , 16 WUXGA , 32 GB RAM , 1 TB SSD 
HP ZBook Fury 16 inch G11 Mobile Workstation PC,"$4,299.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08953238_390x286.jpg,Windows 11 Pro , Intel® Core™ i7 14700HX , NVIDIA® RTX™ 2000 (8 GB) , 16 WUXGA , 32 GB RAM , 1 TB SSD 
HP EliteBook 860 16 inch G11 Notebook PC + HP 3y Premium Onsite w/ADP Notebook,"$2,149.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08959152_390x286.jpg,Windows 11 Pro , Intel® Core™ Ultra 7 165U , Intel® Graphics , 16 WUXGA , 16 GB RAM , 512 GB SSD 
HP EliteBook 840 14 inch G11 Notebook PC + HP 3y Premium Onsite w/ADP Notebook,"$1,879.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/U85DWE_209x189.jpg,Windows 11 Pro , Intel® Core™ Ultra 7 155U , Intel® Graphics , 14 WUXGA , 16 GB RAM , 512 GB SSD 
HP ZBook Fury 16 inch G11 Mobile Workstation PC,"$3,999.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08942766_390x286.jpg,Windows 11 Pro , Intel® Core™ i9 13950HX , NVIDIA® RTX™ 2000 (8 GB) , 16 WUXGA , 32 GB RAM , 1 TB SSD 
HP EliteBook 840 14 inch G11 Notebook PC,"$2,299.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/U85DWE_209x189.jpg,Windows 11 Pro , Intel® Core™ Ultra 5 125U , Intel® Graphics , 14 WUXGA Touch screen , 16 GB RAM , 512 GB SSD 
HP EliteBook 840 14 inch G11 Notebook PC,"$2,499.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08953238_390x286.jpg,Windows 11 Pro , Intel® Core™ Ultra 7 155U , Intel® Graphics , 14 WUXGA , 32 GB RAM , 512 GB SSD 
HP EliteBook 640 14 inch G11 Notebook PC,"$2,050.92",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08959140_390x286.jpg,Windows 11 Pro , Intel® Core™ Ultra 5 125U , Intel® Graphics , 14 WUXGA , 16 GB RAM , 256 GB SSD 
HP ZBook Power 16 inch G11 A Mobile Workstation PC,"$2,374.00",https://www.hp.com/ca-en/shop/Html/Merch/Images/c08959140_390x286.jpg,Windows 11 Pro , AMD Ryzen™ 7 8840HS , AMD Radeon™ 780M Graphics , 16 WUXGA , 32 GB RAM , 1 TB SSD 
ASUS Vivobook 16X Laptop (K3605),,https://dlcdnwebimgs.asus.com/gain/dd08062b-93d2-432c-b2a4-e6b163501519/w185,Windows 11 Home,Up to 13th Gen Intel Core i9 H45,Up to NVIDIA GeForce RTX 4060,"Up to 16"" 3.2K 120 Hz OLED NanoEdge",Up to 32 GB,Up to 1 TB SSD
ASUS Vivobook 16 Laptop (M1605),$749.00,https://dlcdnwebimgs.asus.com/gain/e7bccfbd-9a96-4922-ad06-1814a770579a/w185,Windows 11 Home,Up to AMD Ryzen 9 7940HS,-,"Up to 16"" 3.2K",Up to 16 GB,Up to 1 TB SSD
ASUS Vivobook S 15 OLED Laptop (K5504),,https://dlcdnwebimgs.asus.com/gain/46e5809c-669e-4d0c-9d7d-363e4ea6afeb/w185,Windows 11 Home,Up to 13th Gen Intel Core i9,-,"Up to 15.6"" 2.8K OLED NanoEdge",Up to 16 GB,Up to 1 TB SSD
ASUS Vivobook S 14 OLED Laptop (K5404),,https://dlcdnwebimgs.asus.com/gain/fb60d91c-aa39-49f1-a0f5-508ff1490186/w185,Windows 11 Home,Up to 13th Gen Intel Core i9,-,"Up to 14.5"" 2.8K OLED NanoEdge",Up to 16 GB,Up to 1 TB SSD
ProArt Studiobook Pro 16 OLED Laptop (W7604),,https://dlcdnwebimgs.asus.com/gain/99c0e8a5-d78b-4b1e-927d-7f4fb82ed013/w185,Windows 11 Pro,Intel Core i9-13980HX,NVIDIA RTX 3000 Ada Generation,"16"" 3.2K 120 Hz OLED 16:10",Up to 64 GB (two SODIMM slots),Up to 8 TB (two M.2 slots)
ROG Strix SCAR 17 X3D Gaming Laptop (2023) G733PZV-DS91-CA,$3999.00,https://dlcdnwebimgs.asus.com/gain/AA03A363-11B1-4B05-8C3B-AB1D0C52677F/w185,Windows 11 Pro,AMD Ryzen 9 7945HX3D,NVIDIA GeForce RTX 4080,"17.3"" WQHD (2560x1440) 16:9 240Hz",-,1 TB M.2 NVMe PCIe 3.0 SSD
ASUS Vivobook Go 15 OLED Laptop (E1504F),$649.00,https://dlcdnwebimgs.asus.com/gain/da28e005-0d30-474a-aa12-1eb2e482b922/w185,Windows 11 Home,Up to AMD Ryzen 5 Mobile,-,"Up to 15.6"" OLED NanoEdge",Up to 16 GB LPDDR5,Up to 512 GB SSD
ASUS Zenbook Pro 14 OLED Laptop (UX6404),,https://dlcdnwebimgs.asus.com/gain/096bd769-b48d-41ea-9eb5-7d305aa8a6fe/w185,Windows 11 Home,13th Gen Intel Core i9,NVIDIA GeForce RTX 4070,"14.5"" 2.8K 120Hz OLED",16 GB with 32 GB SODIMM,2 TB SSD
ASUS Zenbook 14 Flip OLED Laptop (UP3404),,https://dlcdnwebimgs.asus.com/gain/6176423d-7769-46a0-ba01-a4d9008c86b9/w185,Windows 11 Home,Up to 13th Gen Intel Core i7,Intel Iris Xe,"Up to 14"" 2.8K OLED NanoEdge touchscreen",Up to 16 GB LPDDR5,Up to 1 TB PCIe 4.0 x4 SSD
ROG Flow X16 Gaming Laptop (2023) GV601VV-DS91-CA,$2599.00,https://dlcdnwebimgs.asus.com/gain/EA5304DC-D885-4500-94B6-8DCC5FBAB3E8/w185,Windows 11 Home,13th Gen Intel Core i9-13900H,NVIDIA GeForce RTX 4060,"16"" QHD+ (2560 x 1600) WQXGA 240Hz",-,1 TB M.2 NVMe PCIe 4.0 SSD
ASUS Vivobook S 15 OLED BAPE Edition Laptop (K5504),,https://dlcdnwebimgs.asus.com/gain/de56fdd6-9c7a-41b8-8231-a40619db3de6/w185,Windows 11 Home,Up to 13th Gen Intel Core i9,-,"Up to 15.6"" 2.8K OLED NanoEdge",Up to 16 GB,Up to 1 TB SSD
ASUS Vivobook 15 Laptop (M1502),$799.00,https://dlcdnwebimgs.asus.com/gain/daa0fcca-9dce-4ad7-99bb-94f5ac068618/w185,Windows 11 Home,Up to AMD Ryzen 7 5800H,-,"Up to 15.6"" FHD NanoEdge",Up to 16 GB DDR4,Up to 512 GB SSD
ASUS Vivobook Pro 15 OLED Laptop (K6502),,https://dlcdnwebimgs.asus.com/gain/51cd8ecb-552a-4218-9f4e-5a5b97e40e20/w185,Windows 11 Home,Up to 13th Gen Intel Core i9,Up to NVIDIA GeForce RTX 4060,"Up to 15.6"" 2.8K 120 Hz OLED NanoEdge",Up to 32 GB DDR5,-
ASUS Vivobook Pro 16 Laptop (K6602),,https://dlcdnwebimgs.asus.com/gain/bfdbd671-c63c-4257-8bf8-7eb051497f6c/w185,Windows 11 Home,Up to 13th Gen Intel Core i9,Up to NVIDIA GeForce RTX 4060,"Up to 16"" 3.2K 120 Hz OLED NanoEdge",Up to 32 GB DDR5,-
ASUS Vivobook S 16 Flip OLED Laptop (TP3604),$899.99 $1099.00 SAVE $199.01,https://dlcdnwebimgs.asus.com/gain/ce034ba0-fdec-4a0f-bcd0-64b6e552701e/w185,Windows 11 Home,Up to 13th Gen Intel Core i9,-,"Up to 16"" 3.2K 120 Hz NanoEdge (360� hinge)",Up to 16 GB,Up to 1 TB SSD
ASUS Vivobook Go 14 Flip Laptop (J1400),$349.00 $529.00 SAVE $180.00,https://dlcdnwebimgs.asus.com/gain/a7a7f2b9-e84f-41b1-adb4-873453d65677/w185,Windows 11 Home in S Mode,Up to Intel Pentium Silver N6000,Intel UHD Graphics,"Up to 14"" FHD NanoEdge",Up to 8 GB,Up to 256 GB SSD
ASUS L210 Laptop,,https://dlcdnwebimgs.asus.com/gain/91f5e32d-e415-4d8b-a080-ffadc04fceee/w185,Windows 11 Home in S Mode,-,-,NanoEdge display,-,-
ASUS L510 Laptop,$249.00 $299.00 SAVE $50.00,https://dlcdnwebimgs.asus.com/gain/90a81782-5c2a-4e9d-82c6-270da9a311a3/w185,Windows 11 Home in S Mode,-,-,NanoEdge display,-,-
ASUS L410 Laptop,,https://dlcdnwebimgs.asus.com/gain/4bba7de5-0825-4e0e-b1e2-b0e89e72f218/w185,Windows 11 Home in S Mode,-,-,NanoEdge display,-,-
ASUS Vivobook 13 Slate OLED Laptop (T3300),,https://dlcdnwebimgs.asus.com/gain/b344cc6d-7d5d-48c2-a1b1-9daee5b9d77f/w185,Windows 11 Home,"Intel Quad-Core, up to 3.3 GHz",-,"13.3"" FHD OLED Touchscreen",Up to 256 GB,PCIe Gen 3.0 x4 SSD
Zenbook Pro 14 Duo OLED Laptop (UX8402),,https://dlcdnwebimgs.asus.com/gain/5ddb629d-81c4-4b6c-a935-5d8049ff99c6/w185,Windows 11 Home,"Intel Quad-Core, up to 3.3 GHz",-,"13.3"" FHD OLED Touchscreen",Up to 256 GB,PCIe Gen 3.0 x4 SSD
Zenbook Pro 17 Laptop (UM6702  AMD Ryzen 6000 series),,https://dlcdnwebimgs.asus.com/gain/7e7143dd-386d-4b27-b8c4-965c2bcaced5/w185,Windows 11 Home,Up to 13th Gen Intel Core i9,NVIDIA GeForce RTX 4060,"Up to 14.5"" 2.8K OLED",Up to 32 GB,Up to 2 TB SSD
ASUS Vivobook 16X Laptop (M1603  AMD Ryzen 5000 series),,https://dlcdnwebimgs.asus.com/gain/4ce76534-f712-49ea-a6a1-a25609248a71/w185,Windows 11 Pro,Up to AMD Ryzen 9 6900HX,NVIDIA GeForce RTX 3050,"17.3"" WQHD NanoEdge",Up to 32 GB,Up to 2 TB SSD
ASUS Vivobook S 15 OLED Laptop (K3502 12th Gen Intel),,https://dlcdnwebimgs.asus.com/gain/bee3df95-ef34-4409-801b-db2340423aa1/w185,Windows 11 Home,Up to AMD Ryzen 7 5800H,-,"16"" NanoEdge",Up to 16 GB DDR4,Up to 512 GB SSD
Zenbook 14 (UM425QA) Laptop,,https://dlcdnwebimgs.asus.com/gain/d7d1b29d-26f7-45c5-8eea-3c20035e4adc/w185,Windows 11 Home,Up to 12th Gen Intel Core i7,-,"15.6"" OLED NanoEdge",Up to 16 GB,Up to 1 TB SSD
Zenbook Duo 14 (UX482) Laptop,,https://dlcdnwebimgs.asus.com/gain/bf84ef67-2cca-439a-9d3d-38d438f341b8/w185,Windows 11 Home,Up to AMD Ryzen 7 5000 series,AMD Radeon Graphics,"14"" FHD NanoEdge",Up to 16 GB,Up to 1 TB SSD
ASUS Vivobook Flip 14 TP470 Laptop,,https://dlcdnwebimgs.asus.com/gain/3c2b1ef6-cbcb-4d15-b379-cc1b1c97f808/w185,Windows 10 Home,Up to 11th Gen Intel Core i7,NVIDIA GeForce MX450,"14"" FHD NanoEdge",Up to 32 GB,Up to 1 TB SSD
Zenbook 14X OLED Laptop (UX5400  12th Gen Intel),,https://dlcdnwebimgs.asus.com/gain/22dc305c-0573-4976-90d6-27bf7721d9da/w185,Windows 10 Home,Up to 11th Gen Intel Core i7,Intel Iris Xe Max,"14"" FHD NanoEdge",Up to 16 GB,Up to 1 TB SSD
Zenbook 14X OLED Space Edition Laptop (UX5401  12th Gen Intel),,https://dlcdnwebimgs.asus.com/gain/1f1f6da2-9029-4c42-93de-103a4339826e/w185,Windows 11 Home,Up to 12th Gen Intel Core i7,NVIDIA GeForce MX550,"14"" 4K OLED Touchscreen",Up to 16 GB,Up to 1 TB SSD
Zenbook Pro Duo 15 OLED Laptop (UX582  11th Gen Intel),,https://dlcdnwebimgs.asus.com/gain/ba76922c-a1c3-42c4-87e8-987519b678cf/w185,Windows 11 Home,Up to 12th Gen Intel Core i9,-,"14"" 2.8K OLED Touchscreen",Up to 32 GB,Up to 1 TB SSD
ASUS Vivobook Pro 15 OLED Laptop (K3500  11th Gen Intel),,https://dlcdnwebimgs.asus.com/gain/7314a203-99d6-4e68-bb5e-c8e6f844b29e/w185,Windows 11 Pro,Up to 11th Gen Intel Core i9,NVIDIA GeForce RTX 3080,"15.6"" 4K OLED NanoEdge",Up to 32 GB,Up to 1 TB SSD
Zenbook Pro 15 OLED Laptop (UM535  AMD Ryzen 5000 Series),,https://dlcdnwebimgs.asus.com/gain/58eba121-8e6a-41dc-abcb-15b2d7f9e7b2/w185,Windows 10 Pro,Up to 11th Gen Intel Core i7,NVIDIA GeForce RTX 3050,"15.6"" FHD OLED",Up to 16 GB,Up to 1 TB SSD
ASUS Vivobook S15 S533 Laptop (11th Gen Intel),,https://dlcdnwebimgs.asus.com/gain/b826f52d-a560-424b-869a-719eb3076ed7/w185,Windows 10 Pro,Up to AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3050 Ti,"15"" UHD OLED NanoEdge",Up to 32 GB,Up to 1 TB SSD
Zenbook S UX393 Laptop (11th Gen Intel),,https://dlcdnwebimgs.asus.com/gain/60d83ad1-8f48-4fa9-a7d3-da25fde848bb/w185,Windows 10 Home,Up to 11th Gen Intel Core i7,NVIDIA GeForce MX350,"14"" FHD NanoEdge",Up to 16 GB,Up to 1 TB SSD
ASUS Vivobook 15 F512DA Laptop,,https://www.asus.com/media/global/gallery/EoIQwsqhzlnAixfK_setting_xxx_0_90_end_184.png,Windows 10 Pro,"Intel Evo certified, 11th Gen Intel Core i7",Intel Iris Xe Graphics,"13.9"" 3K Touchscreen",Up to 16 GB,Up to 1 TB SSD
ASUS Vivobook Flip 14 TM420 Laptop (AMD Ryzen 5000 Series),,https://dlcdnwebimgs.asus.com/gain/ebc374f6-d3d3-409a-9760-bd2381da903a/w185,Windows 10 Pro,Up to 11th Gen Intel Core i7,Intel UHD Graphics,"14"" FHD",Up to 8 GB,Up to 256 GB SSD
Zenbook Flip 13 OLED Laptop (UX363  11th Gen Intel),,https://dlcdnwebimgs.asus.com/gain/f4a08d34-ec42-4314-8bb2-0a626626c097/w185,Windows 11 Home,Up to AMD Ryzen 7 5000 series,AMD Radeon Graphics,"14"" FHD NanoEdge",Up to 16 GB,Up to 1 TB SSD
ASUS Vivobook Flip 14 TP401 Laptop,,https://dlcdnwebimgs.asus.com/gain/55b91416-6a8d-4da0-9751-e8bcc4702271/w185,Windows 11 Pro,Up to Intel Core i7,-,"13.3"" FHD OLED NanoEdge",Up to 16 GB,Up to 1 TB SSD
ASUS Vivobook 17 X712 Laptop,,https://dlcdnwebimgs.asus.com/gain/fd79eeeb-e747-4545-91f4-e2f08362b854/w185,Windows 10 Pro,Intel Pentium,Intel UHD Graphics,"14"" FHD",Up to 8 GB,Up to 256 GB SSD
ExpertBook P1 (P1503),,https://dlcdnwebimgs.asus.com/gain/c55bfb36-fcd8-45ba-8d7e-e8e12c458c24/w185,Windows 11 Home,Up to AMD Ryzen 9 HX 370,NVIDIA GeForce RTX 4060,QHD 165 Hz,Up to 32 GB LPDDR5X,Up to 4 TB PCIe SSD
ExpertBook P1 (P1403),,https://dlcdnwebimgs.asus.com/gain/1cac5eea-b376-46a2-9593-5ceba09b93d5/w185,Windows 11 Pro,Up to Intel Core i7,-,"14"" FHD",Dual-SSD RAID,Up to 1 TB
ASUS Chromebook CR11 Flip (CR1104F),,https://dlcdnwebimgs.asus.com/gain/b3ed6a66-0e1f-4da5-8f85-8a9c78e1bbb4/w185,ChromeOS,Intel N-Series,Intel UHD Graphics,-,Up to 16 GB,128 GB eMMC
ASUS Chromebook CR11 (CR1104C),,https://dlcdnwebimgs.asus.com/gain/f05fa6c2-d537-450d-b7c0-ca1bffb08897/w185,ChromeOS,MediaTek Kompanio 520,UMA Graphics,-,Up to 8 GB,128 GB eMMC
ASUS Chromebook CZ11 (CZ1104C),$349.00,https://dlcdnwebimgs.asus.com/gain/f30cb1d6-d675-4287-98e7-db5645ea6abf/w185,Windows 11 Pro,Up to Intel Core i7,-,"14"" OLED (lightest, 990g)",Up to 16 GB,Up to 1 TB SSD
ASUS ExpertBook B3 (B3402  Series 1 intel),$1499.99,https://dlcdnwebimgs.asus.com/gain/a71f8589-8220-41e1-989d-190406876fec/w185,Windows 11 Home,NVIDIA GeForce RTX 4060,Intel Core i9-14900HX,"18"" 2.5K WQXGA",32 GB LPDDR5X,1 TB PCIe SSD
ProArt PZ13 (HT5306); Copilot+ PC,$1649.00,https://dlcdnwebimgs.asus.com/gain/10ddd324-f79e-4511-a154-d5ee48fa7087/w185,Windows 11 Home,Snapdragon Processor,Dedicated neural processing unit,16-inch QHD 165Hz,Up to 16GB,Up to 1TB SSD
ASUS TUF Gaming A14 (2024),$1899.00,https://dlcdnwebimgs.asus.com/gain/8ef79421-e9c6-4c8b-8529-0e0dc2a09952/w185,Windows 11 Home,AMD RyzenTMAI 9 HX 370 Processor,NVIDIA GeForce RTX� 4060 Laptop GPU,"13.4"" FHD+ (1920 x 1200 WUXGA), 16:10, 120Hz touchscreen",32 GB LPDDR5X-7500 MHz,4 TB PCIe 4.0 Expandable SSD
ASUS TUF Gaming A16 (2024) FA608,$2199.00,https://dlcdnwebimgs.asus.com/gain/d5e3167c-efa8-46ce-bd78-65a4e99af3f6/w185,Windows 11 OS,AMD RyzenTM 9 5900HS Processor,NVIDIA GeForce RTX� 4070 Laptop GPU,"16:10 WQXGA+ OLED display, dual smart-cooling fans",Up to 32 GB LPDDR5X-7500 MHz,Up to 4 TB PCIe 4.0 Expandable SSD
2021 ROG Flow X13 Gaming Laptop GV301QE-211.ZG13,,https://dlcdnwebimgs.asus.com/gain/3B42610B-7DFC-40F8-A924-8AA21850B459/w185,Windows 10 Home,NVIDIA GeForce RTX� 3050Ti Laptop GPU,NVIDIA GeForce RTX� 3050Ti Laptop GPU,"13.3"" 3K OLED, 16:10",Up to 16GB,1TB M.2 NVMe� PCIe 3.0 SSD
Inspiron 16 2-in-1 Laptop,Dell Price CAD $1249.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/16-7640-2in1/media-gallery/cloud/notebook-inspiron-16-7640-ice-blue-gallary-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,Intel ArcTM Graphics,16.0-in. touch display Full HD+ (1920X1200),16GB  2x8GB  LPDDR5X  6400MT/s onboard,1 TB SSD
Inspiron 15 Laptop,Dell Price CAD $399.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/15-3520/media-gallery/notebook-inspiron-15-3520-black-gallery-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,12th Gen Intel CoreTM i3-1215U,Intel UHD Graphics,15.6-in. display Full HD (1920X1080),8 GB DDR4,256 GB SSD
G15 Gaming Laptop,Dell Price CAD $1349.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-13650HX,NVIDIA GeForce RTXTM 4050,15.6-in. display Full HD (1920X1080) 165Hz,16 GB DDR5,1 TB SSD
XPS 14 Laptop,Dell Price CAD $2599.00,"data:image/svg+xml;charset=utf-8,%3Csvg xmlns%3D'http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg' viewBox%3D'0 0 70 70'%2F%3E",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4050,14.5-in. display Full HD+ (1920X1200),16 GB LPDDR5X,1 TB SSD
XPS 15 Laptop,Dell Price CAD $1329.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/xps-15-9530/media-gallery/touch-black/notebook-xps-15-9530-t-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i7-13620H,Intel Iris Xe Graphics,15.6-in. display Full HD+ (1920X1200),16 GB DDR5,512 GB SSD
Latitude 3550 Laptop,CAD $1689.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/latitude-notebooks/latitude-15-3550-laptop/mg/notebook-latitude-15-3550-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Pro,13th Gen Intel CoreTM i7-1355U,Intel Iris Xe or UHD Graphics,15.6-in. display Full HD (1920X1080),16 GB DDR5,512 GB SSD
Alienware m16 R2 Gaming Laptop,CAD $2199.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/alienware-notebooks/alienware-m16-r2-intel/media-gallery/laptop-aw-m16r2-nt-bk-gallery-3.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 7 155H,NVIDIA GeForce RTXTM 4060,16.0-in. display Quad HD+ (2560X1600) 240Hz,16 GB DDR5,1 TB SSD
Inspiron 14 2-in-1 Laptop,Dell Price CAD $1049.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/14-2-in-1-7440-amd/media-gallery/non-fpr/notebook-inspiron-14-7445-midnight-blue-gallery-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,AMD RyzenTM 7 8840HS,AMD RadeonTM Graphics,14.0-in. touch display Full HD+ (1920X1200),16 GB DDR5,1 TB SSD
G15 Gaming Laptop,CAD $1149.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/g-series/g15-5530/media-gallery/black/non-touch/gray-black-1-zone-coral-kb/notebook-g15-5530-nt-coral-black-gallery-1.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,13th Gen Intel CoreTM i5-13450HX,NVIDIA GeForce RTXTM 3050,15.6-in. display Full HD (1920X1080) 120Hz,8 GB DDR5,512 GB SSD
XPS 16 Laptop,Dell Price CAD $3599.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/16-9640/media-gallery/silver/touch/notebook-laptop-xps-16-9640-t-silver-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Intel CoreTM Ultra 9 185H,NVIDIA GeForce RTXTM 4060,16.3-in. touch display Ultra HD+ (3840X2400) OLED,32 GB LPDDR5X,1 TB SSD
XPS 13 Laptop,Dell Price CAD $1699.00,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/xps-notebooks/9345/media-gallery/touch/gray/notebook-xps-13-9345-t-gray-gallery-2.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,Qualcomm Snapdragon X Elite X1E-80-100,Qualcomm AdrenoTM Graphics,13.4-in. display Full HD+ (1920X1200),16 GB LPDDR5X,512 GB SSD
Inspiron 15 Laptop,CAD $629.99,"https://i.dell.com/is/image/DellContent/content/dam/ss2/product-images/dell-client-products/notebooks/inspiron-notebooks/15-3520/media-gallery/notebook-inspiron-15-3520-black-gallery-4.psd?qlt=90,0&op_usm=1.75,0.3,2,0&resMode=sharp&pscan=auto&fmt=png-alpha&hei=500",Windows 11 Home,12th Gen Intel CoreTM i5-1235U,Intel UHD Graphics,15.6-in. display Full HD (1920X1080),8 GB DDR4,512 GB SSD
